#OTU ID	A101	A79	A92	A93	A110	A111	A112	A113	A114	A115	A11	A12	A13	A14	A15	A16	A17	A18	A19	A1	A20	A21	A22	A23	A24	A25	A26	A27	A28	A29	A2	A30	A31	A32	A33	A34	A35	A36	A37	A38	A39	A3	A40	A41	A42	A43	A44	A45	A46	A47	A48	A49	A4	A50	A51	A52	A53	A54	A55	A56	A57	A58	A59	A5	A60	A61	A62	A63	A64	A65	A66	A67	A68	A69	A6	A70	A71	A72	A73	A74	A75	A76	A77	A78	A7	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A8	A90	A91	A94	A95	A96	A97	A98	A99	A9	A100	A102	A103	A104	A105	A106	A107	A108	A109	A10	Substrate_high_level	Name	EC_Number
GH119	117	279	122	231	70	69	35	22	65	35	170	271	167	475	535	391	314	200	309	454	164	65	115	80	562	184	156	145	393	214	397	72	143	70	615	414	619	944	141	5	911	543	0	614	301	157	203	174	175	170	111	169	581	163	153	183	229	153	236	577	331	1775	1703	513	834	370	788	161	149	257	160	175	193	154	796	378	1119	534	199	224	196	206	222	371	614	560	76	153	54	54	52	279	124	241	145	722	159	57	239	230	186	215	463	48	73	118	189	125	163	204	331	0	0	0	129	starch	alpha-amylase	3.2.1.1
GH120	1119	1275	498	2489	489	1651	227	665	713	586	3575	2967	3147	1239	1054	1723	907	505	562	1006	2333	2069	2170	2593	1632	2292	1661	2069	1913	2249	1110	3463	1010	2154	2295	1681	2006	2337	1252	42	3762	1028	0	2772	1601	1184	1367	1644	2475	1878	1524	1924	1895	1918	4427	2668	3319	2817	2830	1529	1092	3043	2051	1319	2168	1714	2412	926	1352	941	1514	1354	1787	1387	1980	1882	1255	1213	1168	1186	889	1242	1900	851	2152	1954	1912	1030	2059	2197	1773	1168	840	1545	558	2189	1634	1728	2810	3216	2290	2604	1878	438	892	675	1674	1198	1553	2318	1453	0	0	1	2331	xylan	beta-xylosidase	3.2.1.37
GH121	2020	3170	745	1219	340	751	297	324	260	388	1557	1313	1794	1394	1322	1547	995	644	761	365	878	644	584	805	383	1317	1371	1302	1284	1113	665	687	767	449	2576	3025	1790	1933	760	24	2107	1185	0	1317	1423	1607	2554	1881	1206	1027	919	1193	1640	1155	1585	1837	2139	1587	1770	561	389	891	630	1620	1148	985	1029	1008	1847	1129	1846	668	1108	1588	1929	799	1174	992	1183	1493	1140	1336	1815	1953	2198	2019	385	1203	469	465	877	1814	623	1353	620	2029	1386	1277	1272	1291	918	692	895	396	790	428	3320	2133	1234	1421	1973	3	0	1	984	arabinan	beta-L-arabinobiosidase	3.2.1.-
GH124	0	0	4	0	1	0	0	2	5	18	0	0	1	4	0	0	0	0	0	0	2	0	0	0	0	25	17	16	34	0	0	5	20	8	0	0	0	0	6	0	0	0	0	8	0	0	0	0	4	4	0	7	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	6	0	3	0	2	2	19	1	0	118	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	cellulose	endoglucanase	3.2.1.4
GH125	11254	30972	5352	18165	7182	11687	8828	13255	13307	11292	18317	17301	16674	18239	21979	23952	14914	8483	10235	10837	16748	12402	15533	16795	15504	15672	15676	15393	15461	16124	16307	18351	14865	13888	19732	16744	22943	25421	8616	390	16730	18971	0	10040	17885	11410	14425	15848	16938	17560	15439	16297	21105	14527	20357	21109	22259	19622	15897	8380	6762	19345	16816	14836	15693	17173	18660	13267	16352	9369	18328	11574	17854	14435	21139	20885	18259	13299	15563	18718	11954	13211	17968	17546	23995	20970	16038	13457	16751	17755	15558	21416	10500	18651	6852	21136	13907	14789	19168	22076	16832	11755	12730	6676	9929	8024	17727	12570	13078	17527	19447	24	0	14	12866	alpha-mannan	exo-alpha-1,6-mannosidase	3.2.1.-
GH126	4889	10350	1877	9853	2699	5540	2961	3628	4195	3653	9270	7446	7851	6655	8372	10889	5327	1867	3594	4018	8020	6187	7260	7737	7361	5622	5446	5845	5993	9517	4243	8054	5417	5383	9258	7115	8295	10423	2916	139	5502	5442	0	3393	4315	2249	3691	3777	6767	6484	5807	6418	7212	6106	9494	7798	9832	8171	7635	3056	2406	7848	6006	3682	5297	7933	9770	4781	4724	3199	3618	7492	10173	6172	7029	11079	8801	7106	5508	6993	4918	5227	6261	8967	6730	9887	7891	5748	7802	8410	7693	9594	6037	10705	3540	8196	4906	5175	11256	11831	8464	6398	9396	2352	3780	3913	6308	6047	4564	7055	5836	4	0	10	6557	alpha-glucan	alpha-amylase	3.2.1.-
GH131	19923	36711	11544	29578	14009	23042	17036	17905	21751	20237	33929	29083	31251	27166	31892	38483	22421	15749	17845	20112	30241	23391	27485	30209	29305	28344	27654	28392	27188	31460	22335	37371	29026	29312	34204	28942	36889	42769	19297	764	33949	26982	0	24024	30990	21698	28001	28708	31312	32730	26122	30524	34081	28343	35367	32854	39472	33063	34461	18186	15136	38524	26247	24401	32263	31071	32003	25077	28098	18490	28773	19150	28945	25757	35216	29644	30902	24994	26009	29775	23472	24200	28910	27225	34440	37419	30257	27354	30874	33581	33529	31077	19738	33873	11954	38431	23611	23733	32484	37797	27545	21071	25093	13971	19029	16643	29304	23905	22051	30407	28906	30	1	30	23481	beta-glucan	broad specificity exo-beta-1,3/1,6-glucanase with endo-beta-1,4-glucanase activity	3.2.1.-
GH132	18211	35729	9944	23156	11689	19211	13626	13552	16029	14956	24824	22211	23282	25415	28765	33741	19302	13128	16554	18246	23858	17019	20829	21879	23851	23203	22614	24426	22797	26640	20405	25089	21535	20060	25422	23122	30001	34308	15063	551	25800	23351	0	17851	28348	20914	26420	27201	29526	27245	24738	26443	25073	25580	25470	24953	28652	25321	24933	13846	11710	25122	18078	19012	19043	32242	30116	21551	25238	16822	26081	13716	20681	20726	26560	23413	28007	22601	21344	24855	20378	20052	24101	25029	26386	28750	22336	19159	23040	24251	24284	28176	15512	26197	8190	28221	21377	21679	25404	29591	22822	20667	19647	12731	14560	14755	27496	21200	17897	23989	24608	24	0	17	17338	beta-glucan	beta-1,3-glucosidase	3.2.1.-
GH133	12466	28268	6400	22740	8613	16447	11268	11651	12717	11800	25521	23756	23033	20212	22366	27084	17808	8532	13498	13126	23567	18046	20877	23024	24116	21733	19141	20964	19457	26320	14987	22204	16415	16564	21337	18420	23394	28285	15054	762	27541	18602	0	18940	19145	11490	15185	14906	26426	24505	21963	25185	27568	23611	26634	25134	28492	26927	25557	11300	8707	27070	17800	17291	22170	22435	22263	14902	19745	11219	21032	17676	26504	19826	27289	25988	20216	15774	16365	20715	19585	20071	24166	19454	29377	21617	22356	17043	24029	25709	24117	22076	14962	24643	8219	29193	14689	15119	25326	28171	22190	18685	16300	8602	12079	11830	22051	14121	16589	20029	24850	47	0	25	17731	glycogen	amylo-alpha-1,6-glucosidase	3.2.1.33
GH134	13	0	3	53	7	48	6	0	3	7	167	106	108	0	0	0	2	2	0	0	12	84	47	97	8	2	7	1	1	91	1	99	6	37	1	0	2	0	24	0	22	1	0	5	0	0	0	0	18	28	32	41	102	24	39	27	54	0	6	11	12	66	44	85	2	0	0	3	1	3	0	0	4	0	88	1	1	2	1	4	80	91	56	38	162	6	23	0	34	32	18	0	1	4	0	109	2	0	75	81	44	47	9	3	111	1	12	42	22	34	27	0	0	0	139	beta-mannan	endo-beta-1,4-mannanase	3.2.1.78
GH135	9808	29930	4732	13762	5697	10845	7073	9133	9683	8912	15349	16762	15156	14915	16143	18949	11907	6453	8732	13756	15631	11698	13028	14252	16029	15806	14490	15272	16140	16542	14430	15164	16415	14399	18133	17517	23156	27392	12102	581	23124	19301	4	18660	13095	7311	10537	10307	14504	14226	11811	14671	18196	13508	17526	21036	21726	20453	20637	7421	5615	20873	14547	10301	15498	15540	19229	11061	9966	7087	10267	11179	16109	12866	17870	18722	21155	17277	14034	17464	12241	12281	14308	18713	18988	20761	12963	13061	13906	14806	14359	18175	12101	19447	6996	21740	9842	10593	15768	17676	13847	14129	13145	7189	6560	9164	14728	10813	11653	16750	17605	14	0	14	10876	alpha-galactan	alpha-1,4-galactosaminogalactan hydrolase	3.2.1.-
GH137	562	21	112	181	59	178	67	33	28	31	484	313	302	88	95	148	128	60	49	136	363	230	275	219	316	119	86	99	108	468	45	214	41	107	279	185	182	119	12	1	40	95	0	15	48	43	35	181	84	65	79	65	50	42	134	67	130	115	90	58	65	61	52	95	15	95	98	54	405	108	145	147	125	77	93	77	116	39	48	38	70	48	29	219	45	453	67	119	80	72	45	63	182	54	9	69	84	73	178	207	180	619	163	70	137	87	877	1147	108	199	41	0	0	0	334	pectin	beta-L-arabinofuranosidase	3.2.1.185
GH138	223	346	139	29	409	390	545	94	206	225	848	187	432	186	101	155	334	194	211	377	402	226	303	238	194	508	553	648	630	136	200	751	600	1168	324	415	333	320	208	9	531	291	0	325	97	188	339	100	417	406	426	322	464	311	769	290	593	192	504	499	273	885	879	245	669	62	44	74	148	117	134	321	230	157	518	201	423	345	266	547	221	341	356	454	252	564	170	343	160	183	123	267	656	91	95	634	133	30	32	96	160	242	465	232	272	169	351	378	307	480	230	0	0	0	425	pectin	rhamnogalacturonan alpha-1,2-galacturonohydrolase	3.2.1.173
GH139	54	221	36	240	33	176	24	42	74	104	460	344	365	70	135	110	17	30	29	75	553	590	433	650	408	54	38	17	74	86	122	855	492	576	131	87	123	156	42	1	113	80	0	96	14	11	36	14	34	67	67	38	85	43	410	445	378	406	118	189	136	428	577	80	130	46	29	28	37	46	33	52	23	20	86	54	73	51	41	71	46	48	76	60	197	111	1466	131	1252	1456	1081	56	41	18	33	143	62	77	330	310	270	166	239	24	163	26	229	69	209	138	363	0	0	0	404	pectin	alpha-2-O-Me-L-fucosidase	3.2.1.-
GH14	3	0	2	5	28	1	0	6	11	5	0	66	10	1	4	0	0	1	1	120	0	1	2	1	1	46	51	34	27	0	46	1	2	0	4	0	3	4	0	0	0	47	0	0	21	16	34	5	1	10	2	0	31	3	63	97	71	37	3	51	40	186	193	17	42	0	0	7	1	0	0	0	1	1	24	0	2	10	6	19	1	5	2	2	40	1	1	1	1	2	0	0	0	3	0	54	3	20	9	4	33	148	12	19	0	83	2	0	34	101	41	0	0	0	0	alpha-glucan	beta-amylase	3.2.1.2
GH140	3195	6267	1553	6010	2470	3940	2886	1885	2725	2743	5978	5110	5213	6670	7179	9093	5248	1638	3488	3270	4537	3596	3675	4110	3666	5003	4387	4511	3901	6032	4654	4569	3691	3265	6776	4718	6518	8566	3191	171	6868	4971	0	4644	5047	2249	2939	3654	7685	6367	6400	7216	6569	7017	9041	8162	9696	7464	8440	2354	1844	6052	4472	4292	4159	5292	6806	3324	4874	2605	5055	4682	6585	4834	6587	7055	6675	4724	4590	5333	4596	4593	7072	4519	6499	6685	3554	3750	3867	4108	3594	6915	4461	6951	2916	7110	3814	4661	6896	7357	5645	5146	3940	3330	4154	3582	6102	3790	5023	5819	5994	5	0	8	4190	pectin	beta-1,2-apiosidase	3.2.1.-
GH142	833	2866	256	499	298	537	283	798	1203	1342	633	575	676	845	835	998	757	357	667	519	431	281	343	396	249	946	1108	1423	1400	627	894	680	1372	800	1156	765	1084	1247	591	17	1527	973	0	1047	654	511	636	898	2375	2225	1952	2281	890	1694	3257	1570	1739	1419	1017	919	523	2200	1802	768	827	577	410	643	732	508	501	682	938	1163	1115	560	675	933	665	1102	701	791	1032	719	822	932	288	794	299	316	491	854	678	384	233	851	575	696	487	729	553	766	487	411	844	425	911	1208	740	1067	1184	0	0	0	489	pectin	beta-L-arabinofuranosidase	3.2.1.185
GH143	4	0	7	90	7	17	15	3	17	19	41	95	37	2	2	4	6	7	19	20	32	42	22	37	10	21	50	68	34	68	140	217	9	107	4	10	7	4	35	1	7	5	0	20	0	1	0	1	14	12	9	12	26	15	5	18	15	71	4	16	15	81	19	18	46	2	2	4	10	9	10	10	9	13	61	12	4	13	6	3	20	35	24	23	35	3	7	6	5	12	1	3	15	4	0	57	8	3	122	118	85	44	140	17	16	32	10	1	11	14	0	0	0	0	31	pectin	2-keto-3-deoxy-D-lyxo-heptulosaric acid hydrolase	3.2.1.-
GH146	4136	7817	1412	5670	2031	4673	2159	2372	2677	2301	6833	6281	5951	4853	5919	7128	3982	1739	2296	2312	6258	4310	5460	5569	6255	5228	3834	5254	4018	8095	2626	5572	3822	4112	5112	4235	4749	5373	3408	170	7674	3366	0	4617	4315	1803	2525	2907	4619	4686	3870	4163	4498	4102	5182	5006	5316	5175	4912	2956	1993	6354	4761	3567	4133	3843	4357	2852	4919	2385	3585	3807	4457	3927	4579	5007	4584	3842	4331	4919	3881	4322	5665	4270	4625	3875	4179	2989	4572	4553	4451	6598	3788	5680	4052	4491	3115	3525	6533	7410	5364	3776	4441	2155	2369	3965	6754	5258	3179	4560	4834	5	0	4	4596	arabinan	beta-L-arabinofuranosidase	3.2.1.185
GH149	0	1	1	174	2	41	3	0	2	1	184	114	136	0	0	0	0	0	1	0	11	6	4	1	10	11	2	3	0	120	0	10	0	9	0	0	0	0	4	0	1	0	0	0	3	15	15	14	5	4	0	2	0	3	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	12	3	27	9	7	0	14	0	50	0	0	0	238	201	186	139	149	2	22	39	8	0	0	0	1	0	0	0	130	beta-glucan	beta-1,3-glucan phosphorylase	2.4.1.97
GH151	2247	2150	189	364	134	116	66	216	245	258	235	1010	490	515	750	903	518	148	294	211	113	136	120	108	182	572	702	605	463	245	455	139	407	138	1885	1245	1019	1249	609	38	1088	690	2	548	369	467	198	540	1451	1239	1340	1336	1809	1392	1453	1691	2046	2272	1403	433	263	1253	908	1477	783	1295	1114	814	1028	387	490	605	701	654	1791	822	799	1009	656	1424	607	798	901	1119	2081	2049	198	919	181	213	323	621	973	696	322	1848	700	1098	411	483	371	449	360	104	258	193	1412	3288	711	1412	749	3	0	2	187	human milk polysaccharide	alpha-L-fucosidase	3.2.1.51
GH152	28706	56978	13073	46068	16082	35935	17138	26881	27495	25086	52867	48913	51749	42310	49063	57339	31592	18266	24681	30706	45844	37208	41249	46972	48447	49012	44548	49222	50315	55084	34511	48632	39459	37041	50322	44819	50831	62465	29819	1488	62149	35151	0	43181	39497	25210	35574	33519	47084	45445	38442	45541	51504	42664	47737	47835	56248	48479	53245	21453	16435	49366	33506	32889	36856	47780	53004	31993	32136	21468	32554	28707	43441	35564	54086	49556	48861	37048	34637	41690	34248	34697	39857	43821	54461	47822	43779	38061	45342	48710	46200	45079	26973	46838	14472	55707	29343	26889	51789	58853	44077	35265	36429	17487	23450	24308	44453	32935	33135	42374	40987	56	0	42	37526	beta-glucan	beta-1,3-glucanase	3.2.1.39
GH153	400	432	377	383	378	850	465	601	401	459	701	549	712	573	397	669	468	130	431	212	657	567	713	782	336	692	590	742	523	749	260	588	388	472	237	373	178	187	367	20	451	248	0	361	181	141	174	175	310	304	199	262	638	305	650	390	617	394	504	370	339	979	556	335	908	323	240	257	269	371	295	186	246	317	686	318	290	216	306	275	443	358	466	474	785	662	1197	686	1387	1257	931	671	346	324	152	507	238	191	404	616	508	636	449	308	422	657	532	570	407	625	594	0	0	0	479	exo-polysaccharide	poly-beta-1,6-D-glucosamine hydrolase	3.2.1.-
GH156	22	4	10	49	5	22	1	0	5	4	83	55	50	44	127	105	18	13	11	13	25	26	20	23	9	12	13	19	2	50	22	22	1	12	34	27	80	76	11	2	10	68	0	20	7	6	13	12	33	13	29	25	11	29	51	21	43	8	26	47	42	20	31	8	22	128	130	99	14	23	33	6	4	9	16	10	20	18	27	36	3	11	40	0	32	19	1	5	5	6	3	52	4	13	0	29	37	39	56	74	44	48	55	1	45	17	17	5	19	25	74	0	0	0	61	host glycan	exo-alpha-sialidase	3.2.1.18
GH158	705	1472	243	329	97	249	94	113	230	260	523	395	388	709	853	753	428	186	388	135	745	616	608	736	624	154	427	538	309	586	292	727	406	530	135	123	250	219	64	3	180	214	0	118	725	328	436	481	294	321	165	167	171	266	264	211	261	266	162	75	68	67	48	121	34	943	378	257	219	550	349	329	532	438	203	490	570	656	488	439	324	245	454	260	178	1401	527	404	487	521	405	1170	421	1026	570	111	243	272	409	556	396	321	362	122	566	165	830	2130	161	144	249	0	0	0	364	beta-glucan	endo-beta-1,3-glucanase	3.2.1.39
GH159	863	6680	528	612	560	1050	439	878	914	734	1324	1428	1234	1757	1872	2784	1608	641	992	955	1483	1117	1449	1385	1399	1053	1481	1724	983	971	862	1321	1329	1036	2793	1388	1983	3232	690	38	1725	1419	0	1052	1264	672	965	897	1637	1597	1295	1427	1518	1349	3129	3120	3694	3463	2338	821	641	2215	1924	994	1742	2023	2418	1506	1913	1051	1736	1323	1626	1214	1612	2158	1974	1598	1179	1585	1034	1181	1711	2410	1820	2180	1791	993	1905	1952	1413	1689	904	1626	508	1584	1240	1606	710	1064	952	2293	945	595	684	1501	2165	740	1650	1818	2629	2	0	2	827	beta-galactan	beta-D-galactofuranosidase	3.2.1.146
GH160	166	199	74	334	286	716	550	1300	671	456	829	835	629	291	680	708	188	50	95	352	1119	679	1165	1226	1490	563	377	659	366	793	273	1720	650	1217	636	283	363	724	156	6	445	314	0	362	81	77	110	111	253	284	281	246	530	259	1600	782	1033	470	402	152	124	231	276	241	201	1123	822	719	211	166	122	687	424	287	439	357	255	283	207	363	257	357	410	211	576	234	1490	633	1507	1698	1884	304	423	455	477	488	352	343	336	491	331	581	600	402	366	427	213	108	384	2001	1494	2	0	0	526	exo-polysaccharide	endo-beta-1,4-galactosidase	3.2.1.-
GH161	3	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	3	8	9	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	4	3	8	12	0	0	1	5	0	0	2	0	1	2	1	1	3	4	0	1	5	5	4	19	7	0	0	1	0	0	0	0	0	1	2	2	0	5	2	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	4	4	0	97	0	2	4	0	0	0	0	0	0	0	0	4	5	2	14	0	0	0	0	0	beta-glucan	beta-1,3-glucan phosphorylase	2.4.1.97
GH162	84	126	65	32	63	114	39	198	150	122	32	167	231	181	170	218	293	135	237	405	52	37	55	58	52	216	429	573	463	196	160	265	40	176	82	125	291	401	75	5	93	291	0	31	168	396	207	224	171	245	107	184	269	128	69	252	168	1103	34	55	80	210	237	200	60	219	117	132	139	67	179	88	109	139	263	364	250	341	159	467	73	251	413	181	370	53	68	199	51	47	49	167	345	192	164	102	69	204	67	69	41	99	49	38	558	54	134	985	823	211	471	0	0	0	38	beta-glucan	endo-beta-1,2-glucanase	3.2.1.71
GH163	594	741	228	696	54	618	32	65	116	89	569	523	409	746	742	924	423	231	353	518	387	290	255	328	918	238	317	173	133	1724	411	346	292	246	1117	953	1201	1410	140	2	350	628	0	203	182	179	308	221	969	763	769	719	231	789	575	344	590	328	578	132	117	474	204	135	241	889	1047	471	648	361	622	252	325	265	248	493	433	292	390	544	217	249	334	940	230	2590	155	334	95	138	167	240	140	139	65	268	946	1096	660	733	462	436	459	45	209	152	741	676	332	378	251	0	0	0	466	host glycan	endo-beta-N-acetylglucosaminidase cleaving GlcNAc-beta-1,2-Man	3.2.1.-
GH164	34	4	58	7	59	25	24	124	151	120	16	70	74	27	55	78	16	18	24	108	401	5	184	9	255	66	220	56	65	3	19	19	146	18	11	7	5	11	29	0	23	72	0	25	37	64	52	33	40	66	27	58	186	72	48	130	74	42	57	15	17	64	24	100	26	792	77	17	104	44	81	120	53	55	270	39	157	138	94	302	49	57	24	15	130	23	94	415	69	35	105	22	213	19	58	114	34	0	0	58	22	37	9	24	57	9	7	56	55	115	46	0	0	0	15	beta-mannan	beta-mannosidase	3.2.1.25
GH165	2585	3961	598	2728	538	1233	539	546	626	588	2493	2071	2011	1771	2005	2421	1466	522	945	1619	1890	1971	1708	2359	1377	661	793	1036	620	2418	2599	1846	1193	1304	1643	1073	2504	2884	464	21	591	2393	0	441	1138	465	581	989	2124	2049	1878	1739	1717	1801	2306	2299	2362	2375	1567	740	471	1888	1545	1162	1104	2020	1868	1215	2882	1423	1938	1997	2724	1920	1792	2264	2136	2328	1353	1948	1048	1168	1497	1815	2047	1966	1436	881	1804	1830	1376	2391	2096	3301	762	1524	2136	2757	3269	3299	2541	1211	2443	973	865	1054	3270	4399	1431	1665	1517	0	0	0	1680	beta-galactan	beta-galactosidase	3.2.1.23
GH166	174	568	113	15	64	49	41	774	397	267	34	352	72	250	212	331	239	82	162	318	62	49	57	70	30	144	191	154	375	29	246	174	98	83	182	212	244	353	66	0	49	192	0	45	127	43	69	107	46	45	20	54	218	43	52	75	53	46	51	197	145	491	272	120	258	189	284	271	293	118	238	98	120	178	334	249	687	394	458	441	112	101	83	155	156	423	75	109	81	82	58	295	279	256	128	191	92	71	15	102	79	142	33	50	113	102	90	173	143	163	257	0	0	0	23	alpha-galactan	alpha-1,4-galactosaminogalactan hydrolase	3.2.1.-
GH167	1744	586	291	519	137	160	188	508	619	560	244	419	203	468	386	795	522	172	240	126	221	136	97	122	76	554	496	406	877	306	124	217	400	128	2387	919	1093	1451	209	11	907	394	0	535	653	349	384	289	484	773	608	520	654	542	605	997	1495	1102	1496	315	283	469	523	618	322	1999	1757	406	486	371	323	321	403	258	819	484	402	323	328	341	427	544	547	586	563	1685	87	335	102	87	164	258	156	226	65	587	341	756	527	594	367	116	407	476	110	383	1336	3073	717	1643	546	0	0	0	189	carrageenan	beta-carrageenase	3.2.1.-
GH168	16	26	7	5	1	11	0	0	1	0	3	0	1	76	55	136	42	5	25	46	37	35	23	46	5	11	3	9	44	7	8	0	7	1	73	65	117	243	15	1	219	44	0	141	8	3	3	9	5	13	12	13	31	2	6	5	16	7	7	13	5	20	23	37	6	313	574	82	74	1	26	16	12	9	42	23	69	29	10	2	11	26	33	11	55	189	0	3	3	1	0	5	6	6	0	19	14	17	5	7	7	4	45	2	1	4	12	14	2	7	9	0	0	0	1	fucoidan	endo-alpha-(1,3)-L-fucanase	3.2.1.211
GH170	3568	9583	1525	6204	2446	4314	2824	3813	5098	4432	8003	6236	6558	7658	7846	9992	5309	2176	3797	3422	5042	3786	4520	5140	2944	4201	3846	4406	3422	7698	4514	5657	3557	4116	7165	5490	7654	9431	3823	189	8749	5301	0	5352	9071	4377	5838	6853	4411	4029	3382	3722	7482	3749	6042	5933	7069	6122	6051	2834	2126	6920	4531	4623	6337	6616	7028	3871	5786	2575	7638	2749	4246	4253	8195	6111	7677	5897	4913	6119	4389	4170	4720	7845	7139	7323	5054	3783	6064	6003	5071	6783	3946	6133	1473	7175	4615	4594	7386	7729	6215	4089	5341	2440	3467	3334	5435	3480	3392	4853	4889	7	0	8	5220	peptidoglycan	6-phospho-N-acetylmuramidase	3.2.1.-
GH171	53509	106894	21101	75009	27522	54644	32640	42355	47270	43728	82109	80701	74892	69429	76604	91764	57592	24516	43093	46407	78148	61602	69806	77175	74167	73756	67203	75881	71459	84258	55362	75596	57153	55354	79087	69342	92175	107667	36442	1607	80580	61416	0	52818	48014	32530	44802	43094	75304	70843	60428	69332	73519	64777	81651	83956	95045	88093	80181	32210	23552	75042	53311	48977	55932	79035	85227	49880	60873	35149	58464	54174	77957	56333	78781	80376	77401	62449	56448	72176	52432	52703	63676	69061	78154	93107	69270	58775	72553	77397	71719	66222	47624	66831	25838	73189	50156	52385	84711	95991	71733	59166	65988	25547	37813	37437	75752	63396	50936	65690	68152	58	0	51	56705	peptidoglycan	peptidoglycan beta-N-acetylmuramidase	3.2.1.92
GH173	395	888	135	551	141	826	185	147	246	221	862	532	584	773	720	656	460	230	295	404	679	428	679	612	479	665	425	390	414	1230	505	646	226	417	567	450	1061	962	161	1	214	1056	0	124	153	173	215	242	567	369	478	558	852	507	618	743	885	726	707	678	447	2400	1723	498	1316	597	737	474	860	285	719	274	339	390	889	238	411	299	323	609	224	216	247	217	681	712	365	160	503	474	422	138	293	87	40	1333	880	1253	670	555	541	541	663	445	217	738	578	510	660	741	436	0	0	0	622	pectin	beta--galactosidase (EC 3.2.1.23)	3.2.1.23
GH174	120	3	24	11	55	55	285	62	89	34	37	189	44	71	253	367	38	12	8	11	15	21	11	25	32	53	43	38	20	44	5	20	69	24	36	37	22	34	10	1	31	19	0	20	8	3	8	24	25	31	23	29	50	40	31	52	67	121	24	24	13	38	37	30	31	313	258	105	17	22	13	11	23	12	52	21	11	20	11	27	55	63	110	28	45	21	50	11	26	40	33	3	6	2	3	49	28	21	17	28	8	24	7	11	20	4	71	199	26	33	12	0	0	0	29	fucoidan	endo-alpha-1,3-L-fucanase	3.2.1.211
GH175	656	2095	411	848	564	1092	300	585	854	723	1080	1118	1234	1276	1349	1670	1336	632	1011	602	1603	1607	1586	2040	1087	1254	1553	1067	949	1415	924	2023	1051	1520	648	784	1149	1155	647	17	884	1067	0	719	975	691	758	692	1634	1873	1524	1700	1837	1483	1344	1185	1625	951	1495	568	377	1764	1030	882	1702	1492	1470	914	1003	864	1215	1950	3119	1932	1656	2625	1273	1030	813	1110	4509	4253	3178	1308	1567	1102	1574	1607	1519	1738	1498	1955	1316	3209	598	2061	1193	917	982	1074	861	804	1420	634	810	903	1149	657	1020	1369	816	1	0	3	835	beta-glucan	beta-glucosidase	3.2.1.21
GH176	26969	45433	11918	36347	15308	30583	18175	21917	23447	22590	46662	43577	44215	32040	33086	40644	25099	11946	19593	22793	46353	34624	40827	45430	45462	38493	37781	39396	37226	44011	25404	46557	33351	35241	37863	32924	42257	51861	16659	709	36374	30100	0	25196	25173	16202	22821	23552	32137	30734	26329	28804	32407	27779	35168	38721	41660	42237	37008	14866	11230	32246	23085	25860	26668	37114	42468	21354	28182	18272	26567	22938	34167	24312	35266	37999	37611	29302	24453	32022	23235	23679	29008	30849	33108	52270	48318	30468	49499	53463	47277	31948	20507	30397	10448	35154	24280	26584	40972	46442	35707	32795	32848	14202	23562	19121	37977	32796	23248	30649	30456	33	0	11	32397	starch	isoamylase	3.2.1.68
GH177	10541	21114	4947	18819	5981	11490	7042	8128	8108	7849	20448	18435	17533	15913	19617	24428	12849	6520	8751	9151	13974	12138	13032	15258	10526	15183	15752	16357	15026	18028	10349	15667	12081	11623	17809	13369	20215	23099	8263	410	19728	15270	0	12984	12494	6949	8753	9957	13110	12531	10583	11578	13688	11148	16798	17302	17858	18524	14742	6706	5657	15440	11697	8776	11447	20807	22777	13779	12362	7594	9660	9558	12247	9455	14455	13906	17743	14660	12974	16702	9333	9297	10588	12249	13310	20515	14055	12581	14424	14550	13783	14075	10941	13338	5131	15191	11117	13376	21111	23528	18248	13763	13343	5130	12320	6790	14947	12175	10448	14568	14980	5	0	3	13799	host glycan	exo-alpha-sialidase	3.2.1.18
GH178	2250	3740	942	5270	1203	3374	1221	3051	2806	2684	4904	4608	4632	3784	3604	5029	2458	1621	2312	1982	5184	3996	4555	5295	5049	4567	3910	4660	3414	6203	3162	5924	2704	4362	3905	2930	3719	4668	3417	141	6353	2985	0	4502	6266	4262	6330	5618	5977	6205	6087	6101	6138	6468	3919	3394	5236	2924	6331	1772	1138	4667	3008	3286	3954	3249	3369	3171	2691	1557	3975	3906	6681	4692	5668	6230	4746	3793	3318	3352	4497	4637	5069	4428	6482	3588	4766	3123	5266	5468	4685	5667	3114	6896	1851	6213	2092	1896	5631	5758	4554	2510	3411	1375	1916	1997	4640	2835	2333	3804	3234	0	1	10	3452	alpha-mannan	mannan endo-alpha-1,4-mannosidase	3.2.1.-
