"","sequencing_id","pathway","resampled_reads"
"43694","A92","Flagellar assembly",40194
"43695","A92","Flavone and flavonol biosynthesis",134
"43696","A92","Fluid shear stress and atherosclerosis",17893
"43697","A92","Fluorobenzoate degradation",10981
"43698","A92","Focal adhesion",34
"43699","A92","Folate biosynthesis",61874
"43700","A92","FoxO signaling pathway",12121
"43701","A92","Fructose and mannose metabolism",51768
"43702","A92","Furfural degradation",1354
"43703","A92","GABAergic synapse",20049
"43704","A92","Galactose metabolism",48117
"43705","A92","Gap junction",17
"43706","A92","Gastric acid secretion",3
"43707","A92","Gastric cancer",59
"43708","A92","Glioma",18
"43709","A92","Glucagon signaling pathway",21384
"43710","A92","Glucosinolate biosynthesis",7798
"43711","A92","Glutamatergic synapse",18902
"43712","A92","Glutathione metabolism",56134
"43713","A92","Glycerolipid metabolism",56757
"43714","A92","Glycerophospholipid metabolism",69156
"43715","A92","Glycine, serine and threonine metabolism",102614
"43716","A92","Glycolysis / Gluconeogenesis",122540
"43717","A92","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",5
"43718","A92","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",77
"43719","A92","Glycosaminoglycan degradation",9065
"43720","A92","Glycosphingolipid biosynthesis - ganglio series",2898
"43721","A92","Glycosphingolipid biosynthesis - globo and isoglobo series",12006
"43722","A92","Glycosphingolipid biosynthesis - lacto and neolacto series",58
"43723","A92","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",454
"43724","A92","Glyoxylate and dicarboxylate metabolism",132405
"43725","A92","GnRH signaling pathway",1275
"43726","A92","Growth hormone synthesis, secretion and action",8
"43727","A92","HIF-1 signaling pathway",19484
"43728","A92","Hedgehog signaling pathway",6
"43729","A92","Hedgehog signaling pathway - fly",58
"43730","A92","Hepatitis B",1433
"43731","A92","Hepatitis C",1479
"43732","A92","Hepatocellular carcinoma",8629
"43733","A92","Herpes simplex virus 1 infection",1648
"43734","A92","Hippo signaling pathway",211
"43735","A92","Hippo signaling pathway - fly",195
"43736","A92","Hippo signaling pathway - multiple species",177
"43737","A92","Histidine metabolism",41610
"43738","A92","Homologous recombination",72442
"43739","A92","Human T-cell leukemia virus 1 infection",866
"43740","A92","Human cytomegalovirus infection",1486
"43741","A92","Human immunodeficiency virus 1 infection",1585
"43742","A92","Human papillomavirus infection",5231
"43743","A92","Huntington disease",12759
"43744","A92","Hypertrophic cardiomyopathy",267
"43745","A92","IL-17 signaling pathway",1740
"43746","A92","Indole alkaloid biosynthesis",2546
"43747","A92","Inflammatory mediator regulation of TRP channels",23
"43748","A92","Influenza A",1658
"43749","A92","Inositol phosphate metabolism",50624
"43750","A92","Insect hormone biosynthesis",2404
"43751","A92","Insulin resistance",21413
"43752","A92","Insulin signaling pathway",13737
"43753","A92","Isoquinoline alkaloid biosynthesis",7997
"43754","A92","JAK-STAT signaling pathway",6
"43755","A92","Kaposi sarcoma-associated herpesvirus infection",1650
"43756","A92","Legionellosis",21756
"43757","A92","Leishmaniasis",7
"43758","A92","Limonene degradation",9647
"43759","A92","Linoleic acid metabolism",113
"43760","A92","Lipid and atherosclerosis",17003
"43761","A92","Lipoarabinomannan (LAM) biosynthesis",13044
"43762","A92","Lipoic acid metabolism",45294
"43763","A92","Lipopolysaccharide biosynthesis",19291
"43764","A92","Long-term depression",2
"43765","A92","Long-term potentiation",141
"43766","A92","Longevity regulating pathway",7155
"43767","A92","Longevity regulating pathway - multiple species",18080
"43768","A92","Longevity regulating pathway - worm",40789
"43769","A92","Lysine biosynthesis",42844
"43770","A92","Lysine degradation",30018
"43771","A92","Lysosome",14760
"43772","A92","MAPK signaling pathway",119
"43773","A92","MAPK signaling pathway - fly",3413
"43774","A92","MAPK signaling pathway - plant",9027
"43775","A92","MAPK signaling pathway - yeast",3905
"43776","A92","Mannose type O-glycan biosynthesis",1757
"43777","A92","Measles",1693
"43778","A92","Meiosis - yeast",7459
"43779","A92","Melanogenesis",269
"43780","A92","Melanoma",1
"43781","A92","Metabolism of xenobiotics by cytochrome P450",12555
"43782","A92","Methane metabolism",99447
"43783","A92","MicroRNAs in cancer",3228
"43784","A92","Mineral absorption",4932
"43785","A92","Mismatch repair",61543
"43786","A92","Mitophagy - animal",1592
"43787","A92","Mitophagy - yeast",393
"43788","A92","Monobactam biosynthesis",23081
"43789","A92","Motor proteins",428
"43790","A92","Mucin type O-glycan biosynthesis",106
"43791","A92","Mycolic acid biosynthesis",12756
"43792","A92","N-Glycan biosynthesis",4594
"43793","A92","NF-kappa B signaling pathway",111
"43794","A92","NOD-like receptor signaling pathway",8172
"43795","A92","Naphthalene degradation",3701
"43796","A92","Natural killer cell mediated cytotoxicity",105
"43797","A92","Necroptosis",25390
"43798","A92","Neomycin, kanamycin and gentamicin biosynthesis",4713
"43799","A92","Neuroactive ligand-receptor interaction",400
"43800","A92","Neurotrophin signaling pathway",66
"43801","A92","Neutrophil extracellular trap formation",242
"43802","A92","Nicotinate and nicotinamide metabolism",58178
"43803","A92","Nitrogen metabolism",62739
"43804","A92","Nitrotoluene degradation",5610
"43805","A92","Non-alcoholic fatty liver disease",5252
"43806","A92","Non-homologous end-joining",25953
"43807","A92","Non-small cell lung cancer",43
"43808","A92","Nonribosomal peptide structures",1267
"43809","A92","Notch signaling pathway",84
"43810","A92","Novobiocin biosynthesis",9061
"43811","A92","Nucleocytoplasmic transport",1006
"43812","A92","Nucleotide excision repair",62154
"43813","A92","O-Antigen nucleotide sugar biosynthesis",51000
"43814","A92","O-Antigen repeat unit biosynthesis",2701
"43815","A92","Olfactory transduction",2
"43816","A92","One carbon pool by folate",44813
"43817","A92","Oocyte meiosis",438
"43818","A92","Osteoclast differentiation",256
"43819","A92","Other carbon fixation pathways",93392
"43820","A92","Other glycan degradation",12990
"43821","A92","Other types of O-glycan biosynthesis",3661
"43822","A92","Oxidative phosphorylation",160055
"43823","A92","Oxytocin signaling pathway",152
"43824","A92","PD-L1 expression and PD-1 checkpoint pathway in cancer",213
"43825","A92","PI3K-Akt signaling pathway",6817
"43826","A92","PPAR signaling pathway",38867
"43827","A92","Pancreatic cancer",1298
"43828","A92","Pancreatic secretion",126
"43829","A92","Pantothenate and CoA biosynthesis",54384
"43830","A92","Parathyroid hormone synthesis, secretion and action",1556
"43831","A92","Parkinson disease",12845
"43832","A92","Pathogenic Escherichia coli infection",5539
"43833","A92","Pathways in cancer",16693
"43834","A92","Pathways of neurodegeneration - multiple diseases",15897
"43835","A92","Penicillin and cephalosporin biosynthesis",8096
"43836","A92","Pentose and glucuronate interconversions",36087
"43837","A92","Pentose phosphate pathway",99633
"43838","A92","Peptidoglycan biosynthesis",65267
"43839","A92","Peroxisome",39751
"43840","A92","Pertussis",1486
"43841","A92","Phagosome",219
"43842","A92","Phenazine biosynthesis",9531
"43843","A92","Phenylalanine metabolism",69186
"43844","A92","Phenylalanine, tyrosine and tryptophan biosynthesis",56747
"43845","A92","Phenylpropanoid biosynthesis",8892
"43846","A92","Phosphatidylinositol signaling system",5369
"43847","A92","Phospholipase D signaling pathway",1251
"43848","A92","Phosphonate and phosphinate metabolism",5018
"43849","A92","Phosphotransferase system (PTS)",3024
"43850","A92","Photosynthesis",28073
"43851","A92","Photosynthesis - antenna proteins",56
"43852","A92","Phototransduction",2
"43853","A92","Phototransduction - fly",13
"43854","A92","Pinene, camphor and geraniol degradation",10351
"43855","A92","Plant hormone signal transduction",17051
"43856","A92","Plant-pathogen interaction",14201
"43857","A92","Platelet activation",26
"43858","A92","Platinum drug resistance",13258
"43859","A92","Polycomb repressive complex",1930
"43860","A92","Polycyclic aromatic hydrocarbon degradation",16285
"43861","A92","Polyketide sugar unit biosynthesis",11393
"43862","A92","Porphyrin metabolism",84520
"43863","A92","Primary bile acid biosynthesis",4104
"43864","A92","Primary immunodeficiency",1954
"43865","A92","Prion disease",7673
"43866","A92","Prodigiosin biosynthesis",21604
"43867","A92","Progesterone-mediated oocyte maturation",1668
"43868","A92","Prolactin signaling pathway",2746
"43869","A92","Propanoate metabolism",69328
"43870","A92","Prostate cancer",1661
"43871","A92","Proteasome",4179
"43872","A92","Protein digestion and absorption",279
"43873","A92","Protein export",67925
"43874","A92","Protein processing in endoplasmic reticulum",8949
"43875","A92","Proteoglycans in cancer",2372
"43876","A92","Proximal tubule bicarbonate reclamation",6383
"43877","A92","Purine metabolism",160337
"43878","A92","Pyrimidine metabolism",77832
"43879","A92","Pyruvate metabolism",129538
"43880","A92","Quorum sensing",291213
"43881","A92","RIG-I-like receptor signaling pathway",54
"43882","A92","RNA degradation",56832
"43883","A92","RNA polymerase",17899
"43884","A92","Ras signaling pathway",1322
"43885","A92","Regulation of actin cytoskeleton",148
"43886","A92","Regulation of lipolysis in adipocytes",482
"43887","A92","Renal cell carcinoma",3439
"43888","A92","Renin secretion",358
"43889","A92","Renin-angiotensin system",2259
"43890","A92","Retinol metabolism",3149
"43891","A92","Retrograde endocannabinoid signaling",4371
"43892","A92","Rheumatoid arthritis",238
"43893","A92","Riboflavin metabolism",27214
"43894","A92","Ribosome",103567
"43895","A92","Ribosome biogenesis in eukaryotes",5110
"43896","A92","SNARE interactions in vesicular transport",143
"43897","A92","Salivary secretion",124
"43898","A92","Salmonella infection",13986
"43899","A92","Secondary bile acid biosynthesis",629
"43900","A92","Selenocompound metabolism",71078
"43901","A92","Serotonergic synapse",4596
"43902","A92","Sesquiterpenoid and triterpenoid biosynthesis",3559
"43903","A92","Shigellosis",4863
"43904","A92","Signaling pathways regulating pluripotency of stem cells",5
"43905","A92","Small cell lung cancer",1402
"43906","A92","Sphingolipid metabolism",20990
"43907","A92","Sphingolipid signaling pathway",2052
"43908","A92","Spinocerebellar ataxia",2653
"43909","A92","Spliceosome",1455
"43910","A92","Staphylococcus aureus infection",666
"43911","A92","Starch and sucrose metabolism",123019
"43912","A92","Staurosporine biosynthesis",708
"43913","A92","Steroid biosynthesis",889
"43914","A92","Steroid degradation",9216
"43915","A92","Steroid hormone biosynthesis",1367
"43916","A92","Streptomycin biosynthesis",22993
"43917","A92","Styrene degradation",36715
"43918","A92","Sulfur metabolism",59444
"43919","A92","Sulfur relay system",35157
"43920","A92","Synaptic vesicle cycle",118
"43921","A92","Systemic lupus erythematosus",787
"43922","A92","T cell receptor signaling pathway",129
"43923","A92","TGF-beta signaling pathway",80
"43924","A92","Taurine and hypotaurine metabolism",23480
"43925","A92","Teichoic acid biosynthesis",23640
"43926","A92","Terpenoid backbone biosynthesis",37313
"43927","A92","Tetracycline biosynthesis",903
"43928","A92","Th1 and Th2 cell differentiation",154
"43929","A92","Th17 cell differentiation",1755
"43930","A92","Thermogenesis",22195
"43931","A92","Thiamine metabolism",27046
"43932","A92","Thyroid cancer",20
"43933","A92","Thyroid hormone signaling pathway",23535
"43934","A92","Thyroid hormone synthesis",1879
"43935","A92","Tight junction",142
"43936","A92","Toll and Imd signaling pathway",1440
"43937","A92","Toluene degradation",14813
"43938","A92","Toxoplasmosis",1417
"43939","A92","Transcriptional misregulation in cancer",69
"43940","A92","Tropane, piperidine and pyridine alkaloid biosynthesis",8512
"43941","A92","Tryptophan metabolism",59734
"43942","A92","Tuberculosis",33646
"43943","A92","Two-component system",270151
"43944","A92","Type I diabetes mellitus",12376
"43945","A92","Type I polyketide structures",138
"43946","A92","Type II diabetes mellitus",4861
"43947","A92","Tyrosine metabolism",44227
"43948","A92","Ubiquinone and other terpenoid-quinone biosynthesis",34602
"43949","A92","Ubiquitin mediated proteolysis",287
"43950","A92","VEGF signaling pathway",97
"43951","A92","Valine, leucine and isoleucine biosynthesis",42716
"43952","A92","Valine, leucine and isoleucine degradation",77582
"43953","A92","Vancomycin resistance",29926
"43954","A92","Various types of N-glycan biosynthesis",3625
"43955","A92","Vascular smooth muscle contraction",54
"43956","A92","Vasopressin-regulated water reabsorption",209
"43957","A92","Vibrio cholerae infection",152
"43958","A92","Viral carcinogenesis",5486
"43959","A92","Viral life cycle - HIV-1",182
"43960","A92","Viral myocarditis",1479
"43961","A92","Virion - Hepatitis viruses",303
"43962","A92","Virion - Orthopoxvirus",3
"43963","A92","Vitamin B6 metabolism",27797
"43964","A92","Vitamin digestion and absorption",18
"43965","A92","Wnt signaling pathway",400
"43966","A92","Xylene degradation",10853
"43967","A92","Yersinia infection",91
"43968","A92","Zeatin biosynthesis",2822
"43969","A92","alpha-Linolenic acid metabolism",4872
"43970","A92","beta-Alanine metabolism",26531
"43971","A92","beta-Lactam resistance",32074
"43972","A92","cAMP signaling pathway",2816
"43973","A92","cGMP-PKG signaling pathway",173
"43974","A92","mRNA surveillance pathway",530
"43975","A92","mTOR signaling pathway",488
"43976","A92","p53 signaling pathway",1693
"43977","A93","ABC transporters",283046
"43978","A93","AMPK signaling pathway",10837
"43979","A93","ATP-dependent chromatin remodeling",480
"43980","A93","Acarbose and validamycin biosynthesis",6097
"43981","A93","Acute myeloid leukemia",2
"43982","A93","Adherens junction",289
"43983","A93","Adipocytokine signaling pathway",10539
"43984","A93","Adrenergic signaling in cardiomyocytes",26
"43985","A93","African trypanosomiasis",3591
"43986","A93","Alanine, aspartate and glutamate metabolism",97132
"43987","A93","Alcoholic liver disease",17684
"43988","A93","Alcoholism",3366
"43989","A93","Aldosterone synthesis and secretion",63
"43990","A93","Aldosterone-regulated sodium reabsorption",1
"43991","A93","Alzheimer disease",14099
"43992","A93","Amino sugar and nucleotide sugar metabolism",123772
"43993","A93","Aminoacyl-tRNA biosynthesis",120023
"43994","A93","Aminobenzoate degradation",37517
"43995","A93","Amoebiasis",663
"43996","A93","Amphetamine addiction",3072
"43997","A93","Amyotrophic lateral sclerosis",15821
"43998","A93","Antifolate resistance",11912
"43999","A93","Antigen processing and presentation",2391
"44000","A93","Apelin signaling pathway",97
"44001","A93","Apoptosis",2283
"44002","A93","Apoptosis - fly",2849
"44003","A93","Apoptosis - multiple species",1998
"44004","A93","Arabinogalactan biosynthesis - Mycobacterium",13477
"44005","A93","Arachidonic acid metabolism",119
"44006","A93","Arginine and proline metabolism",66459
"44007","A93","Arginine biosynthesis",70223
"44008","A93","Arrhythmogenic right ventricular cardiomyopathy",35
"44009","A93","Ascorbate and aldarate metabolism",23536
"44010","A93","Atrazine degradation",4806
"44011","A93","Autophagy - animal",987
"44012","A93","Autophagy - other",591
"44013","A93","Autophagy - yeast",2513
"44014","A93","Axon guidance",18
"44015","A93","Axon regeneration",1927
"44016","A93","B cell receptor signaling pathway",8
"44017","A93","Bacterial chemotaxis",34481
"44018","A93","Bacterial invasion of epithelial cells",208
"44019","A93","Bacterial secretion system",74859
"44020","A93","Basal cell carcinoma",12
"44021","A93","Basal transcription factors",1299
"44022","A93","Base excision repair",60136
"44023","A93","Benzoate degradation",76837
"44024","A93","Betalain biosynthesis",3558
"44025","A93","Bile secretion",404
"44026","A93","Biofilm formation - Escherichia coli",34486
"44027","A93","Biofilm formation - Pseudomonas aeruginosa",28553
"44028","A93","Biofilm formation - Vibrio cholerae",21664
"44029","A93","Biosynthesis of 12-, 14- and 16-membered macrolides",68
"44030","A93","Biosynthesis of ansamycins",10161
"44031","A93","Biosynthesis of enediyne antibiotics",13482
"44032","A93","Biosynthesis of siderophore group nonribosomal peptides",3567
"44033","A93","Biosynthesis of type II polyketide backbone",567
"44034","A93","Biosynthesis of type II polyketide products",3937
"44035","A93","Biosynthesis of unsaturated fatty acids",13471
"44036","A93","Biosynthesis of vancomycin group antibiotics",3154
"44037","A93","Biosynthesis of various alkaloids",473
"44038","A93","Biosynthesis of various antibiotics",6364
"44039","A93","Biosynthesis of various other secondary metabolites",99
"44040","A93","Biosynthesis of various plant secondary metabolites",21680
"44041","A93","Biotin metabolism",32541
"44042","A93","Bisphenol degradation",920
"44043","A93","Bladder cancer",379
"44044","A93","Breast cancer",4
"44045","A93","Butanoate metabolism",74527
"44046","A93","C-type lectin receptor signaling pathway",7
"44047","A93","C5-Branched dibasic acid metabolism",24781
"44048","A93","Caffeine metabolism",1459
"44049","A93","Calcium signaling pathway",79
"44050","A93","Caprolactam degradation",21521
"44051","A93","Carbapenem biosynthesis",3862
"44052","A93","Carbohydrate digestion and absorption",78
"44053","A93","Carbon fixation by Calvin cycle",57462
"44054","A93","Cardiac muscle contraction",3722
"44055","A93","Carotenoid biosynthesis",6333
"44056","A93","Cationic antimicrobial peptide (CAMP) resistance",19749
"44057","A93","Cell cycle",599
"44058","A93","Cell cycle - Caulobacter",62462
"44059","A93","Cell cycle - yeast",917
"44060","A93","Cellular senescence",92
"44061","A93","Central carbon metabolism in cancer",18119
"44062","A93","Chagas disease",3710
"44063","A93","Chemical carcinogenesis - DNA adducts",12029
"44064","A93","Chemical carcinogenesis - reactive oxygen species",32002
"44065","A93","Chemical carcinogenesis - receptor activation",15082
"44066","A93","Chemokine signaling pathway",1
"44067","A93","Chloroalkane and chloroalkene degradation",13202
"44068","A93","Chlorocyclohexane and chlorobenzene degradation",28965
"44069","A93","Cholesterol metabolism",935
"44070","A93","Choline metabolism in cancer",725
"44071","A93","Chronic myeloid leukemia",16
"44072","A93","Circadian rhythm",22
"44073","A93","Circadian rhythm - fly",1
"44074","A93","Circadian rhythm - plant",140
"44075","A93","Citrate cycle (TCA cycle)",60743
"44076","A93","Cobalamin transport and metabolism",16759
"44077","A93","Cocaine addiction",3084
"44078","A93","Collecting duct acid secretion",265
"44079","A93","Colorectal cancer",1994
"44080","A93","Coronavirus disease - COVID-19",3607
"44081","A93","Cortisol synthesis and secretion",3
"44082","A93","Cushing syndrome",3015
"44083","A93","Cutin, suberine and wax biosynthesis",1232
"44084","A93","Cyanoamino acid metabolism",25630
"44085","A93","Cysteine and methionine metabolism",116842
"44086","A93","Cytoskeleton in muscle cells",6877
"44087","A93","Cytosolic DNA-sensing pathway",72
"44088","A93","D-Amino acid metabolism",37478
"44089","A93","DNA replication",61409
"44090","A93","Degradation of flavonoids",19841
"44091","A93","Diabetic cardiomyopathy",27927
"44092","A93","Dilated cardiomyopathy",25
"44093","A93","Dioxin degradation",5964
"44094","A93","Dopaminergic synapse",3371
"44095","A93","Dorso-ventral axis formation",500
"44096","A93","Drug metabolism - cytochrome P450",16942
"44097","A93","Drug metabolism - other enzymes",44914
"44098","A93","ECM-receptor interaction",5
"44099","A93","EGFR tyrosine kinase inhibitor resistance",22
"44100","A93","Efferocytosis",3133
"44101","A93","Endocrine and other factor-regulated calcium reabsorption",63
"44102","A93","Endocrine resistance",20
"44103","A93","Endocytosis",1225
"44104","A93","Endometrial cancer",1
"44105","A93","Epithelial cell signaling in Helicobacter pylori infection",1549
"44106","A93","Epstein-Barr virus infection",2292
"44107","A93","ErbB signaling pathway",2
"44108","A93","Estrogen signaling pathway",2230
"44109","A93","Ether lipid metabolism",30410
"44110","A93","Ethylbenzene degradation",2437
"44111","A93","Exopolysaccharide biosynthesis",17639
"44112","A93","Fanconi anemia pathway",491
"44113","A93","Fat digestion and absorption",3164
"44114","A93","Fatty acid biosynthesis",44220
"44115","A93","Fatty acid degradation",38724
"44116","A93","Fatty acid elongation",174
"44117","A93","Fc epsilon RI signaling pathway",5
"44118","A93","Fc gamma R-mediated phagocytosis",767
"44119","A93","Ferroptosis",8137
"44120","A93","Flagellar assembly",41359
"44121","A93","Flavone and flavonol biosynthesis",29
"44122","A93","Fluid shear stress and atherosclerosis",22458
"44123","A93","Fluorobenzoate degradation",14486
"44124","A93","Focal adhesion",59
"44125","A93","Folate biosynthesis",72433
"44126","A93","FoxO signaling pathway",11435
"44127","A93","Fructose and mannose metabolism",55198
"44128","A93","Furfural degradation",761
"44129","A93","GABAergic synapse",17245
"44130","A93","Galactose metabolism",44680
"44131","A93","Gap junction",1
"44132","A93","Gastric acid secretion",25
"44133","A93","Gastric cancer",201
"44134","A93","Glioma",14
"44135","A93","Glucagon signaling pathway",18354
"44136","A93","Glucosinolate biosynthesis",6705
"44137","A93","Glutamatergic synapse",16141
"44138","A93","Glutathione metabolism",55100
"44139","A93","Glycerolipid metabolism",56144
"44140","A93","Glycerophospholipid metabolism",82840
"44141","A93","Glycine, serine and threonine metabolism",97925
"44142","A93","Glycolysis / Gluconeogenesis",105510
"44143","A93","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",4
"44144","A93","Glycosaminoglycan biosynthesis - heparan sulfate / heparin",183
"44145","A93","Glycosaminoglycan degradation",9922
"44146","A93","Glycosphingolipid biosynthesis - ganglio series",3923
"44147","A93","Glycosphingolipid biosynthesis - globo and isoglobo series",10498
"44148","A93","Glycosphingolipid biosynthesis - lacto and neolacto series",15
"44149","A93","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis",599
"44150","A93","Glyoxylate and dicarboxylate metabolism",117274
"44151","A93","GnRH signaling pathway",662
"44152","A93","Growth hormone synthesis, secretion and action",3
"44153","A93","HIF-1 signaling pathway",17842
"44154","A93","Hedgehog signaling pathway",16
"44155","A93","Hedgehog signaling pathway - fly",21
"44156","A93","Hepatitis B",2083
"44157","A93","Hepatitis C",2105
"44158","A93","Hepatocellular carcinoma",12365
"44159","A93","Herpes simplex virus 1 infection",2171
"44160","A93","Hippo signaling pathway",70
"44161","A93","Hippo signaling pathway - fly",51
"44162","A93","Hippo signaling pathway - multiple species",53
"44163","A93","Histidine metabolism",43681
"44164","A93","Homologous recombination",71664
"44165","A93","Human T-cell leukemia virus 1 infection",1193
"44166","A93","Human cytomegalovirus infection",1969
"44167","A93","Human immunodeficiency virus 1 infection",2057
"44168","A93","Human papillomavirus infection",4355
"44169","A93","Huntington disease",15211
"44170","A93","Hypertrophic cardiomyopathy",724
"44171","A93","IL-17 signaling pathway",2221
"44172","A93","Indole alkaloid biosynthesis",1924
"44173","A93","Inflammatory mediator regulation of TRP channels",1
"44174","A93","Influenza A",2207
"44175","A93","Inositol phosphate metabolism",56148
"44176","A93","Insect hormone biosynthesis",1836
"44177","A93","Insulin resistance",20305
"44178","A93","Insulin signaling pathway",13701
"44179","A93","Isoquinoline alkaloid biosynthesis",6746
"44180","A93","JAK-STAT signaling pathway",4
"44181","A93","Kaposi sarcoma-associated herpesvirus infection",2123
"44182","A93","Legionellosis",17094
"44183","A93","Leishmaniasis",1
"44184","A93","Leukocyte transendothelial migration",51
"44185","A93","Limonene degradation",11276
"44186","A93","Linoleic acid metabolism",33
"44187","A93","Lipid and atherosclerosis",14927
"44188","A93","Lipoarabinomannan (LAM) biosynthesis",17420
"44189","A93","Lipoic acid metabolism",42926
"44190","A93","Lipopolysaccharide biosynthesis",25424
"44191","A93","Long-term depression",13
"44192","A93","Long-term potentiation",8
"44193","A93","Longevity regulating pathway",6503
"44194","A93","Longevity regulating pathway - multiple species",11970
"44195","A93","Longevity regulating pathway - worm",39099
"44196","A93","Lysine biosynthesis",41571
"44197","A93","Lysine degradation",28535
"44198","A93","Lysosome",15315
"44199","A93","MAPK signaling pathway",8
"44200","A93","MAPK signaling pathway - fly",3272
"44201","A93","MAPK signaling pathway - plant",7737
"44202","A93","MAPK signaling pathway - yeast",3833
"44203","A93","Mannose type O-glycan biosynthesis",3336
"44204","A93","Measles",2158
"44205","A93","Meiosis - yeast",3306
"44206","A93","Melanogenesis",133
"44207","A93","Melanoma",22
"44208","A93","Metabolism of xenobiotics by cytochrome P450",16373
"44209","A93","Methane metabolism",97922
"44210","A93","MicroRNAs in cancer",4893
"44211","A93","Mineral absorption",3872
"44212","A93","Mismatch repair",63853
"44213","A93","Mitophagy - animal",2076
"44214","A93","Mitophagy - yeast",487
"44215","A93","Monobactam biosynthesis",23270
"44216","A93","Morphine addiction",3
"44217","A93","Motor proteins",749
"44218","A93","Mucin type O-glycan biosynthesis",6
"44219","A93","Mycolic acid biosynthesis",12389
"44220","A93","N-Glycan biosynthesis",3986
"44221","A93","NF-kappa B signaling pathway",156
"44222","A93","NOD-like receptor signaling pathway",9870
"44223","A93","Naphthalene degradation",3379
"44224","A93","Natural killer cell mediated cytotoxicity",6
"44225","A93","Necroptosis",23677
"44226","A93","Neomycin, kanamycin and gentamicin biosynthesis",4483
"44227","A93","Neuroactive ligand-receptor interaction",890
"44228","A93","Neurotrophin signaling pathway",4
"44229","A93","Neutrophil extracellular trap formation",376
"44230","A93","Nicotinate and nicotinamide metabolism",60754
"44231","A93","Nitrogen metabolism",52944
"44232","A93","Nitrotoluene degradation",4212
"44233","A93","Non-alcoholic fatty liver disease",7211
"44234","A93","Non-homologous end-joining",27103
"44235","A93","Non-small cell lung cancer",18
"44236","A93","Nonribosomal peptide structures",1494
"44237","A93","Notch signaling pathway",48
"44238","A93","Novobiocin biosynthesis",9271
"44239","A93","Nucleocytoplasmic transport",712
"44240","A93","Nucleotide excision repair",51534
"44241","A93","O-Antigen nucleotide sugar biosynthesis",59487
"44242","A93","O-Antigen repeat unit biosynthesis",2930
"44243","A93","One carbon pool by folate",44982
"44244","A93","Oocyte meiosis",220
"44245","A93","Osteoclast differentiation",78
"44246","A93","Other carbon fixation pathways",80666
"44247","A93","Other glycan degradation",13319
"44248","A93","Other types of O-glycan biosynthesis",5462
"44249","A93","Ovarian steroidogenesis",1
"44250","A93","Oxidative phosphorylation",150573
"44251","A93","Oxytocin signaling pathway",69
"44252","A93","PD-L1 expression and PD-1 checkpoint pathway in cancer",179
"44253","A93","PI3K-Akt signaling pathway",7103
"44254","A93","PPAR signaling pathway",31313
"44255","A93","Pancreatic cancer",697
"44256","A93","Pancreatic secretion",88
"44257","A93","Pantothenate and CoA biosynthesis",58580
"44258","A93","Parathyroid hormone synthesis, secretion and action",1010
"44259","A93","Parkinson disease",16019
"44260","A93","Pathogenic Escherichia coli infection",5532
"44261","A93","Pathways in cancer",20381
"44262","A93","Pathways of neurodegeneration - multiple diseases",17599
"44263","A93","Penicillin and cephalosporin biosynthesis",11503
"44264","A93","Pentose and glucuronate interconversions",35225
"44265","A93","Pentose phosphate pathway",95161
"44266","A93","Peptidoglycan biosynthesis",71899
"44267","A93","Peroxisome",35900
"44268","A93","Pertussis",1516
"44269","A93","Phagosome",510
"44270","A93","Phenazine biosynthesis",9781
"44271","A93","Phenylalanine metabolism",66265
"44272","A93","Phenylalanine, tyrosine and tryptophan biosynthesis",60558
"44273","A93","Phenylpropanoid biosynthesis",8128
"44274","A93","Phosphatidylinositol signaling system",9221
"44275","A93","Phospholipase D signaling pathway",683
"44276","A93","Phosphonate and phosphinate metabolism",6265
"44277","A93","Phosphotransferase system (PTS)",3612
"44278","A93","Photosynthesis",28003
"44279","A93","Photosynthesis - antenna proteins",110
"44280","A93","Phototransduction - fly",38
"44281","A93","Pinene, camphor and geraniol degradation",8429
"44282","A93","Plant hormone signal transduction",15049
"44283","A93","Plant-pathogen interaction",15190
"44284","A93","Platelet activation",56
"44285","A93","Platinum drug resistance",16388
"44286","A93","Polycomb repressive complex",2216
"44287","A93","Polycyclic aromatic hydrocarbon degradation",20027
"44288","A93","Polyketide sugar unit biosynthesis",15169
"44289","A93","Porphyrin metabolism",93584
"44290","A93","Primary bile acid biosynthesis",4178
"44291","A93","Primary immunodeficiency",1381
"44292","A93","Prion disease",10168
"44293","A93","Prodigiosin biosynthesis",21969
"44294","A93","Progesterone-mediated oocyte maturation",2439
"44295","A93","Prolactin signaling pathway",2760
"44296","A93","Propanoate metabolism",63120
"44297","A93","Prostate cancer",2274
"44298","A93","Proteasome",6247
"44299","A93","Protein digestion and absorption",263
"44300","A93","Protein export",80899
"44301","A93","Protein processing in endoplasmic reticulum",12341
"44302","A93","Proteoglycans in cancer",3891
"44303","A93","Proximal tubule bicarbonate reclamation",6202
"44304","A93","Purine metabolism",153598
"44305","A93","Pyrimidine metabolism",81916
"44306","A93","Pyruvate metabolism",106330
"44307","A93","Quorum sensing",326357
"44308","A93","RIG-I-like receptor signaling pathway",420
"44309","A93","RNA degradation",49700
"44310","A93","RNA polymerase",10480
